Published,Weekday(Monday==0),Updated,ID,Version,Title
2024-06-17T17:59:59Z,25,2024-06-17T17:59:59Z,2406.11840,1,'LLaNA: Large Language and NeRF Assistant'
2024-06-17T17:59:58Z,25,2024-06-17T17:59:58Z,2406.11838,1,'Autoregressive Image Generation without Vector Quantization'
2024-06-17T17:59:58Z,25,2024-06-17T17:59:58Z,2406.11839,1,'mDPO: Conditional Preference Optimization for Multimodal Large Language  Models'
2024-06-17T17:59:57Z,25,2024-06-17T17:59:57Z,2406.11837,1,"'Scaling the Codebook Size of VQGAN to 100,000 with a Utilization Rate of  99%'"
2024-06-17T17:59:56Z,25,2024-06-17T17:59:56Z,2406.11835,1,'OoDIS: Anomaly Instance Segmentation Benchmark'
2024-06-17T17:59:56Z,25,2024-06-17T17:59:56Z,2406.11836,1,'RetinaGS: Scalable Training for Dense Scene Rendering with Billion-Scale  3D Gaussians'
2024-06-17T17:59:47Z,25,2024-06-17T17:59:47Z,2406.11833,1,'MMDU: A Multi-Turn Multi-Image Dialog Understanding Benchmark and  Instruction-Tuning Dataset for LVLMs'
2024-06-17T17:59:44Z,25,2024-06-17T17:59:44Z,2406.11832,1,'Unveiling Encoder-Free Vision-Language Models'
2024-06-17T17:59:43Z,25,2024-06-17T17:59:43Z,2406.11831,1,'Exploring the Role of Large Language Models in Prompt Encoding for  Diffusion Models'
2024-06-17T17:59:35Z,25,2024-06-17T17:59:35Z,2406.11830,1,'Language Modeling with Editable External Knowledge'
2024-06-17T17:59:22Z,25,2024-06-17T17:59:22Z,2406.11829,1,'Flow Shadowing: A Method to Detect Multiple Flow Headings using an Array  of Densely Packed Whisker-inspired Sensors'
2024-06-17T17:59:17Z,25,2024-06-17T17:59:17Z,2406.11828,1,'Learning sum of diverse features: computational hardness and efficient  gradient-based training for ridge combinations'
2024-06-17T17:59:13Z,25,2024-06-17T17:59:13Z,2406.11827,1,'WPO: Enhancing RLHF with Weighted Preference Optimization'
2024-06-17T17:58:15Z,25,2024-06-17T17:58:15Z,2406.11825,1,'Spectral Introspection Identifies Group Training Dynamics in Deep Neural  Networks for Neuroimaging'
2024-06-17T17:57:50Z,25,2024-06-17T17:57:50Z,2406.11824,1,'Infinigen Indoors: Photorealistic Indoor Scenes using Procedural  Generation'
2024-06-17T17:57:30Z,25,2024-06-17T17:57:30Z,2406.11823,1,'On Efficient Language and Vision Assistants for Visually-Situated  Natural Language Understanding: What Matters in Reading and Reasoning'
2024-06-17T17:56:01Z,25,2024-06-17T17:56:01Z,2406.11820,1,'Composing Object Relations and Attributes for Image-Text Matching'
2024-06-17T17:55:55Z,25,2024-06-17T17:55:55Z,2406.11819,1,'MegaScenes: Scene-Level View Synthesis at Scale'
2024-06-17T17:55:40Z,25,2024-06-17T17:55:40Z,2406.11818,1,'Embodied Instruction Following in Unknown Environments'
2024-06-17T17:55:38Z,25,2024-06-17T17:55:38Z,2406.11817,1,'Iterative Length-Regularized Direct Preference Optimization: A Case  Study on Improving 7B Language Models to GPT-4 Level'
2024-06-17T17:55:32Z,25,2024-06-17T17:55:32Z,2406.11816,1,'VideoLLM-online: Online Video Large Language Model for Streaming Video'
2024-06-17T17:55:29Z,25,2024-06-17T17:55:29Z,2406.11815,1,'LLARVA: Vision-Action Instruction Tuning Enhances Robot Learning'
2024-06-17T17:54:42Z,25,2024-06-17T17:54:42Z,2406.11814,1,'Stochastic Neural Network Symmetrisation in Markov Categories'
2024-06-17T17:54:40Z,25,2024-06-17T17:54:40Z,2406.11813,1,'How Do Large Language Models Acquire Factual Knowledge During  Pretraining?'
2024-06-17T17:52:54Z,25,2024-06-17T17:52:54Z,2406.11811,1,'RepLiQA: A Question-Answering Dataset for Benchmarking LLMs on Unseen  Reference Content'
2024-06-17T17:52:38Z,25,2024-06-17T17:52:38Z,2406.11810,1,'Computationally Efficient RL under Linear Bellman Completeness for  Deterministic Dynamics'
2024-06-17T17:52:01Z,25,2024-06-17T17:52:01Z,2406.11809,1,'Physics-Constrained Learning for PDE Systems with Uncertainty Quantified  Port-Hamiltonian Models'
2024-06-17T17:51:54Z,25,2024-06-17T17:51:54Z,2406.11808,1,'Faces of Experimental Pain: Transferability of Deep Learned Heat Pain  Features to Electrical Pain'
2024-06-17T17:49:27Z,25,2024-06-17T17:49:27Z,2406.11803,1,'Efficient Discovery of Significant Patterns with Few-Shot Resampling'
2024-06-17T17:49:01Z,25,2024-06-17T17:49:01Z,2406.11802,1,'PhyBench: A Physical Commonsense Benchmark for Evaluating Text-to-Image  Models'
2024-06-17T17:48:13Z,25,2024-06-17T17:48:13Z,2406.11801,1,'Safety Arithmetic: A Framework for Test-time Safety Alignment of  Language Models by Steering Parameters and Activations'
2024-06-17T17:47:44Z,25,2024-06-17T17:47:44Z,2406.11799,1,'Mix-Domain Contrastive Learning for Unpaired H&E-to-IHC Stain  Translation'
2024-06-17T17:42:57Z,25,2024-06-17T17:42:57Z,2406.11794,1,'DataComp-LM: In search of the next generation of training sets for  language models'
2024-06-17T17:41:42Z,25,2024-06-17T17:41:42Z,2406.11793,1,'FetchBench: A Simulation Benchmark for Robot Fetching'
2024-06-17T17:39:30Z,25,2024-06-17T17:39:30Z,2406.11786,1,'A Brief Survey on Leveraging Large Scale Vision Models for Enhanced  Robot Grasping'
2024-06-17T17:39:10Z,25,2024-06-17T17:39:10Z,2406.11785,1,'CELL your Model: Contrastive Explanation Methods for Large Language  Models'
2024-06-17T17:38:43Z,25,2024-06-17T17:38:43Z,2406.11784,1,'MDCR: A Dataset for Multi-Document Conditional Reasoning'
2024-06-17T17:35:52Z,25,2024-06-17T17:35:52Z,2406.11780,1,"'Split, Unlearn, Merge: Leveraging Data Attributes for More Effective  Unlearning in LLMs'"
2024-06-17T17:34:25Z,25,2024-06-18T12:36:07Z,2406.11779,2,'Provable Guarantees for Model Performance via Mechanistic  Interpretability'
2024-06-17T17:34:16Z,25,2024-06-17T17:34:16Z,2406.11778,1,'Brain-inspired Computational Modeling of Action Recognition with  Recurrent Spiking Neural Networks Equipped with Reinforcement Delay Learning'
2024-06-17T17:33:09Z,25,2024-06-17T17:33:09Z,2406.11776,1,'Improving Multi-Agent Debate with Sparse Communication Topology'
2024-06-17T17:32:42Z,25,2024-06-17T17:32:42Z,2406.11775,1,'Task Me Anything'
2024-06-17T17:32:25Z,25,2024-06-17T17:32:25Z,2406.11774,1,'Optimal Transport-Assisted Risk-Sensitive Q-Learning'
2024-06-17T17:31:57Z,25,2024-06-17T17:31:57Z,2406.11772,1,'Deep Learning methodology for the identification of wood species using  high-resolution macroscopic images'
2024-06-17T17:31:24Z,25,2024-06-17T17:31:24Z,2406.11769,1,'Solving Vision Tasks with Simple Photoreceptors Instead of Cameras'
2024-06-17T17:31:01Z,25,2024-06-17T17:31:01Z,2406.11768,1,'GAMA: A Large Audio-Language Model with Advanced Audio Understanding and  Complex Reasoning Abilities'
2024-06-17T17:29:24Z,25,2024-06-17T17:29:24Z,2406.11767,1,'Stein Variational Ergodic Search'
2024-06-17T17:29:21Z,25,2024-06-17T17:29:21Z,2406.11766,1,'Matching Query Image Against Selected NeRF Feature for Efficient and  Scalable Localization'
2024-06-17T17:25:23Z,25,2024-06-17T17:25:23Z,2406.11761,1,'Joint Linked Component Analysis for Multiview Data'
2024-06-17T17:23:17Z,25,2024-06-17T17:23:17Z,2406.11759,1,'Folk-ontological stances toward robots and psychological human likeness'
2024-06-17T17:16:45Z,25,2024-06-17T17:16:45Z,2406.11757,1,'STAR: SocioTechnical Approach to Red Teaming Language Models'
2024-06-17T17:15:30Z,25,2024-06-17T17:15:30Z,2406.11754,1,'DustNet: skillful neural network predictions of Saharan dust'
2024-06-17T17:13:08Z,25,2024-06-17T17:13:08Z,2406.11753,1,'A Semantic-based Layer Freezing Approach to Efficient Fine-Tuning of  Language Models'
2024-06-17T17:02:34Z,25,2024-06-17T17:02:34Z,2406.11745,1,'Multi-Layer Ranking with Large Language Models for News Source  Recommendation'
2024-06-17T17:01:20Z,25,2024-06-17T17:01:20Z,2406.11743,1,'Domain Generalization for In-Orbit 6D Pose Estimation'
2024-06-17T17:00:52Z,25,2024-06-17T17:00:52Z,2406.11741,1,'Transcendence: Generative Models Can Outperform The Experts That Train  Them'
2024-06-17T17:00:41Z,25,2024-06-17T17:00:41Z,2406.11740,1,'Imagination Policy: Using Generative Point Cloud Models for Learning  Manipulation Policies'
2024-06-17T16:58:51Z,25,2024-06-17T16:58:51Z,2406.11739,1,'V3Det Challenge 2024 on Vast Vocabulary and Open Vocabulary Object  Detection: Methods and Results'
2024-06-17T16:55:22Z,25,2024-06-17T16:55:22Z,2406.11737,1,'InterNeRF: Scaling Radiance Fields via Parameter Interpolation'
2024-06-17T16:52:56Z,25,2024-06-17T16:52:56Z,2406.11736,1,'Interactive Evolution: A Neural-Symbolic Self-Training Framework For  Large Language Models'
2024-06-17T16:50:22Z,25,2024-06-17T16:50:22Z,2406.11733,1,'A Clipped Trip: the Dynamics of SGD with Gradient Clipping in  High-Dimensions'
2024-06-17T16:50:04Z,25,2024-06-17T16:50:04Z,2406.11732,1,'Correspondence Free Multivector Cloud Registration using Conformal  Geometric Algebra'
2024-06-17T16:48:31Z,25,2024-06-18T07:38:31Z,2406.11730,2,'CHG Shapley: Efficient Data Valuation and Selection towards Trustworthy  Machine Learning'
2024-06-17T16:46:10Z,25,2024-06-17T16:46:10Z,2406.11727,1,'1000 African Voices: Advancing inclusive multi-speaker multi-accent  speech synthesis'
2024-06-17T16:41:14Z,25,2024-06-17T16:41:14Z,2406.11723,1,'Control of Unknown Quadrotors from a Single Throw'
2024-06-17T16:40:21Z,25,2024-06-17T16:40:21Z,2406.11721,1,'Zero-Shot Generalization during Instruction Tuning: Insights from  Similarity and Granularity'
2024-06-17T16:36:12Z,25,2024-06-17T16:36:12Z,2406.11717,1,'Refusal in Language Models Is Mediated by a Single Direction'
2024-06-17T16:33:35Z,25,2024-06-17T16:33:35Z,2406.11715,1,'Measuring memorization in RLHF for code completion'
2024-06-17T16:32:57Z,25,2024-06-17T16:32:57Z,2406.11714,1,'Scalable Expressiveness through Preprocessed Graph Perturbations'
2024-06-17T16:32:23Z,25,2024-06-17T16:32:23Z,2406.11713,1,"'Latent Denoising Diffusion GAN: Faster sampling, Higher image quality'"
2024-06-17T16:30:29Z,25,2024-06-17T16:30:29Z,2406.11711,1,'OGNI-DC: Robust Depth Completion with Optimization-Guided Neural  Iterations'
2024-06-17T16:28:21Z,25,2024-06-17T16:28:21Z,2406.11709,1,"'Instruct, Not Assist: LLM-based Multi-Turn Planning and Hierarchical  Questioning for Socratic Code Debugging'"
2024-06-17T16:26:18Z,25,2024-06-17T16:26:18Z,2406.11708,1,'Tackling the Curse of Dimensionality in Fractional and Tempered  Fractional PDEs with Physics-Informed Neural Networks'
2024-06-17T16:26:00Z,25,2024-06-17T16:26:00Z,2406.11707,1,'A First Physical-World Trajectory Prediction Attack via LiDAR-induced  Deceptions in Autonomous Driving'
2024-06-17T16:25:55Z,25,2024-06-17T16:25:55Z,2406.11706,1,'Prompts as Auto-Optimized Training Hyperparameters: Training  Best-in-Class IR Models from Scratch with 10 Gold Labels'
2024-06-17T16:25:04Z,25,2024-06-17T16:25:04Z,2406.11704,1,'Nemotron-4 340B Technical Report'
2024-06-17T16:24:23Z,25,2024-06-17T16:24:23Z,2406.11703,1,"'Multiple Descents in Unsupervised Learning: The Role of Noise, Domain  Shift and Anomalies'"
2024-06-17T16:14:11Z,25,2024-06-17T16:14:11Z,2406.11698,1,'Meta Reasoning for Large Language Models'
2024-06-17T16:12:03Z,25,2024-06-17T16:12:03Z,2406.11695,1,'Optimizing Instructions and Demonstrations for Multi-Stage Language  Model Programs'
2024-06-17T16:07:19Z,25,2024-06-17T16:07:19Z,2406.11689,1,'Lightweight Model Pre-training via Language Guided Knowledge  Distillation'
2024-06-17T16:05:32Z,25,2024-06-17T16:05:32Z,2406.11687,1,'Tokenization Falling Short: The Curse of Tokenization'
2024-06-17T16:04:06Z,25,2024-06-18T04:23:39Z,2406.11686,2,'The Role of Inherent Bellman Error in Offline Reinforcement Learning  with Linear Function Approximation'
2024-06-17T16:02:36Z,25,2024-06-18T02:49:25Z,2406.11685,2,'Edge Classification on Graphs: New Directions in Topological Imbalance'
2024-06-17T16:01:33Z,25,2024-06-17T16:01:33Z,2406.11683,1,'HoLLMwood: Unleashing the Creativity of Large Language Models in  Screenwriting via Role Playing'
2024-06-17T15:59:59Z,25,2024-06-17T15:59:59Z,2406.11682,1,'Knowledge-to-Jailbreak: One Knowledge Point Worth One Attack'
2024-06-17T15:59:49Z,25,2024-06-17T15:59:49Z,2406.11681,1,'R-Eval: A Unified Toolkit for Evaluating Domain Knowledge of Retrieval  Augmented Large Language Models'
2024-06-17T15:58:22Z,25,2024-06-17T15:58:22Z,2406.11678,1,'TourRank: Utilizing Large Language Models for Documents Ranking with a  Tournament-Inspired Strategy'
