Published,Weekday(Monday==0),Updated,ID,Version,Title
2024-06-24T17:59:58Z,26,2024-06-24T17:59:58Z,2406.16864,1,'StableNormal: Reducing Diffusion Variance for Stable and Sharp Normal'
2024-06-24T17:59:58Z,26,2024-06-24T17:59:58Z,2406.16866,1,'Revisiting Referring Expression Comprehension Evaluation in the Era of  Large Multimodal Models'
2024-06-24T17:59:56Z,26,2024-06-24T17:59:56Z,2406.16863,1,'FreeTraj: Tuning-Free Trajectory Control in Video Diffusion Models'
2024-06-24T17:59:45Z,26,2024-06-24T17:59:45Z,2406.16862,1,'Dreamitate: Real-World Visuomotor Policy Learning via Video Generation'
2024-06-24T17:59:42Z,26,2024-06-24T17:59:42Z,2406.16860,1,"'Cambrian-1: A Fully Open, Vision-Centric Exploration of Multimodal LLMs'"
2024-06-24T17:59:11Z,26,2024-06-24T17:59:11Z,2406.16858,1,'EAGLE-2: Faster Inference of Language Models with Dynamic Draft Trees'
2024-06-24T17:58:47Z,26,2024-06-24T17:58:47Z,2406.16855,1,'DreamBench++: A Human-Aligned Benchmark for Personalized Image  Generation'
2024-06-24T17:58:13Z,26,2024-06-24T17:58:13Z,2406.16853,1,'GeoMFormer: A General Architecture for Geometric Molecular  Representation Learning'
2024-06-24T17:58:06Z,26,2024-06-24T17:58:06Z,2406.16852,1,'Long Context Transfer from Language to Vision'
2024-06-24T17:58:03Z,26,2024-06-24T17:58:03Z,2406.16851,1,'Losing Visual Needles in Image Haystacks: Vision Language Models are  Easily Distracted in Short and Long Contexts'
2024-06-24T17:57:05Z,26,2024-06-24T17:57:05Z,2406.16850,1,'From Perfect to Noisy World Simulation: Customizable Embodied  Multi-modal Perturbations for SLAM Robustness Benchmarking'
2024-06-24T17:55:02Z,26,2024-06-24T17:55:02Z,2406.16848,1,'Unsupervised Domain Adaptation for Pediatric Brain Tumor Segmentation'
2024-06-24T17:51:01Z,26,2024-06-24T17:51:01Z,2406.16846,1,'Data Debiasing with Datamodels (D3M): Improving Subgroup Robustness via  Data Selection'
2024-06-24T17:49:28Z,26,2024-06-24T17:49:28Z,2406.16845,1,'RaTEScore: A Metric for Radiology Report Generation'
2024-06-24T17:47:55Z,26,2024-06-24T17:47:55Z,2406.16842,1,'Exploring Factual Entailment with NLI: A News Media Study'
2024-06-24T17:45:59Z,26,2024-06-24T17:45:59Z,2406.16838,1,'From Decoding to Meta-Generation: Inference-time Algorithms for Large  Language Models'
2024-06-24T17:45:52Z,26,2024-06-24T17:45:52Z,2406.16837,1,'A Certifiable Algorithm for Simultaneous Shape Estimation and Object  Tracking'
2024-06-24T17:42:03Z,26,2024-06-24T17:42:03Z,2406.16834,1,"'Concentration Inequalities for $(f,Γ)$-GANs'"
2024-06-24T17:41:53Z,26,2024-06-24T17:41:53Z,2406.16833,1,'USDC: A Dataset of $\underline{U}$ser $\underline{S}$tance and  $\underline{D}$ogmatism in Long $\underline{C}$onversations'
2024-06-24T17:38:02Z,26,2024-06-24T17:38:02Z,2406.16829,1,'Understanding and Mitigating Tokenization Bias in Language Models'
2024-06-24T17:37:52Z,26,2024-06-24T17:37:52Z,2406.16828,1,'Ragnarök: A Reusable RAG Framework and Baselines for TREC 2024  Retrieval-Augmented Generation Track'
2024-06-24T17:31:41Z,26,2024-06-24T17:31:41Z,2406.16821,1,'General Binding Affinity Guidance for Diffusion Models in  Structure-Based Drug Design'
2024-06-24T17:26:06Z,26,2024-06-24T17:26:06Z,2406.16817,1,'GPT-4V Explorations: Mining Autonomous Driving'
2024-06-24T17:25:39Z,26,2024-06-24T17:25:39Z,2406.16815,1,'ClotheDreamer: Text-Guided Garment Generation with 3D Gaussians'
2024-06-24T17:22:36Z,26,2024-06-24T17:22:36Z,2406.16810,1,'PISTOL: Dataset Compilation Pipeline for Structural Unlearning of LLMs'
2024-06-24T17:19:34Z,26,2024-06-24T17:19:34Z,2406.16807,1,'Beyond Thumbs Up/Down: Untangling Challenges of Fine-Grained Feedback  for Text-to-Image Generation'
2024-06-24T17:14:31Z,26,2024-06-24T17:14:31Z,2406.16802,1,'Improved Regret Bounds for Bandits with Expert Advice'
2024-06-24T17:08:17Z,26,2024-06-24T17:08:17Z,2406.16801,1,'RES-Q: Evaluating Code-Editing Large Language Model Systems at the  Repository Scale'
2024-06-24T16:58:23Z,26,2024-06-25T13:46:41Z,2406.16797,2,'Lottery Ticket Adaptation: Mitigating Destructive Interference in LLMs'
2024-06-24T16:56:41Z,26,2024-06-25T17:45:06Z,2406.16793,2,'Adam-mini: Use Fewer Learning Rates To Gain More'
